,username,tweet,date_posted,expanded_tweet,highway,streets,exits,directions,locs,lanes,relocs,town
1016,511njbt,"Construction, construction on Holland Tunnel eastbound at New Jersey Side - Toll Plaza (Jersey City) 1 toll lane closed round the clock. https://511nj.org/event/ORI214268207?982 …",2019-10-29 16:04:57+00:00,"Construction, construction on Holland Tunnel eastbound at New Jersey Side - Toll Plaza (Jersey City) 1 toll lane closed round the clock. https://511nj.org/event/ORI214268207?982 …",Holland Tunnel,New Jersey Side - Toll Plaza,,eastbound,,1 toll lane,,Jersey City
1017,511njbt,Construction on Holland Tunnel eastbound at New Jersey Side - Toll Plaza (Jersey City) left lane closed https://511nj.org/event/ORI214268207?586 …,2019-10-29 16:02:57+00:00,Construction on Holland Tunnel eastbound at New Jersey Side - Toll Plaza (Jersey City) left lane closed https://511nj.org/event/ORI214268207?586 …,Holland Tunnel,New Jersey Side - Toll Plaza,,eastbound,,left lane,,Jersey City
1018,511njbt,"Construction, bridge construction on George Washington Bridge eastbound from New York Side/Lower Level (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) right lane closed until 3:30 P.M. https://511nj.org/event/ORI214370707?90 …",2019-10-29 15:09:57+00:00,"Construction, bridge construction on George Washington Bridge eastbound from New York Side/Lower Level (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) right lane closed until 3:30 P.M. https://511nj.org/event/ORI214370707?90 …",George Washington Bridge,New York Side/Lower Level,,eastbound,,right lane,from,"Manhattan, Manhattan"
1019,511nji295,"Construction, bridge work on I-295 northbound South of Exit 25 - NJ 47/Delsea Dr (Westville) right shoulder closed until 3:00 P.M. https://511nj.org/event/ORI214366601?224 …",2019-10-29 14:10:57+00:00,"Construction, bridge work on Interstate 295 northbound South of Exit 25 - NJ 47/Delsea Dr (Westville) right shoulder closed until 3:00 P.M. https://511nj.org/event/ORI214366601?224 …",Interstate 295,,Exit 25 - NJ 47/Delsea Dr,northbound,,right shoulder,South of,Westville
1020,511nj495,"Construction, construction on NJ 495 westbound ramp to southbound US 1&9 (North Bergen Twp) right lane and exit ramp closed until further notice https://511nj.org/event/ORI184602901?176 …",2019-10-29 14:03:57+00:00,"Construction, construction on NJ 495 westbound ramp to southbound US-1&9 (North Bergen Township ) right lane and exit ramp closed until further notice https://511nj.org/event/ORI184602901?176 …",NJ 495,,southbound US-1&9,westbound,,"ramp, right lane",,North Bergen Township
1021,511nji295,"Construction, construction on I-295 southbound from Delaware River/Scudder Falls Bridge (Ewing Twp) to Exit 73 - Scotch Rd (Hopewell Twp) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214354901?909 …",2019-10-29 14:01:58+00:00,"Construction, construction on Interstate 295 southbound from Delaware River/Scudder Falls Bridge (Ewing Township ) to Exit 73 - Scotch Road (Hopewell Township ) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214354901?909 …",Interstate 295,Delaware River/Scudder Falls Bridge,Exit 73 - Scotch Road,southbound,,1 lane,from,"Ewing Township, Hopewell Township"
1022,511nji295,"Construction, bridge work on US 1 Business northbound In the vicinity of Allen Ln (Lawrence Twp) right shoulder closed until 3:00 P.M. https://511nj.org/event/ORI214354501?541 …",2019-10-29 13:53:57+00:00,"Construction, bridge work on US-1 Business northbound In the vicinity of Allen Ln (Lawrence Township ) right shoulder closed until 3:00 P.M. https://511nj.org/event/ORI214354501?541 …","US-1 Business, Allen Ln",,,northbound,,"In, right shoulder",,Lawrence Township
1023,511njgsp,Roadwork on Garden State Parkway southbound North of Exit 135 - Central Ave (Clark Twp) to North of Colonia Service Area (Woodbridge Twp) left lane closed until 2:00 pm https://511nj.org/event/ORI214354101?188 …,2019-10-29 13:49:57+00:00,Roadwork on Garden State Parkway southbound North of Exit 135 - Central Ave (Clark Township ) to North of Colonia Service Area (Woodbridge Township ) left lane closed until 2:00 pm https://511nj.org/event/ORI214354101?188 …,Garden State Parkway,,,southbound,,left lane,North of,
1024,511nji287,"Construction, construction on I-287 northbound between Exit 22 - US 202 (Bedminster Twp) and Exit 35 - NJ 124 (Morristown) right shoulder closed for repairs until 6:00 P.M. https://511nj.org/event/ORI214353701?388 …",2019-10-29 13:31:58+00:00,"Construction, construction on Interstate 287 northbound between Exit 22 - US-202 (Bedminster Township ) and Exit 35 - NJ 124 (Morristown) right shoulder closed for repairs until 6:00 P.M. https://511nj.org/event/ORI214353701?388 …",Interstate 287,,"Exit 22 - US-202, Exit 35 - NJ 124",northbound,,right shoulder,between,"Bedminster Township, Morristown"
1025,511nji287,Crash on I-287 northbound at South of Exit 26 - CR 525/Mount Airy Rd (Bernards Twp) right lane closed https://511nj.org/event/ORI214353600?636 …,2019-10-29 13:28:57+00:00,Crash on Interstate 287 northbound at South of Exit 26 - Country Route 525/Mount Airy Road (Bernards Township ) right lane closed https://511nj.org/event/ORI214353600?636 …,Interstate 287,,Exit 26 - Country Route 525/Mount Airy Road,northbound,,right lane,South of,Bernards Township
1026,511njtpk,Roadwork on New Jersey Turnpike - Hudson County Extension westbound Jersey Ave/Holland Tunnel (Jersey City) to East of Grand St (Jersey City) left lane closed until 3:00 P.M. https://511nj.org/event/ORI214353401?634 …,2019-10-29 13:23:57+00:00,Roadwork on New Jersey Turnpike - Hudson County Extension westbound Jersey Ave/Holland Tunnel (Jersey City) to East of Grand Street (Jersey City) left lane closed until 3:00 P.M. https://511nj.org/event/ORI214353401?634 …,New Jersey Turnpike - Hudson County Extension westbound Jersey Ave/Holland Tunnel,Grand Street,,,,left lane,East of,"Jersey City, Jersey City"
1027,511nji295,Disabled tractor trailer on I-295 southbound South of Exit 30 - Warwick Rd (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?929 …,2019-10-29 13:08:58+00:00,Disabled tractor trailer on Interstate 295 southbound South of Exit 30 - Warwick Road (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?929 …,Interstate 295,,Exit 30 - Warwick Road,southbound,,acceleration lane,South of,Lawnside
1028,511nji295,Disabled vehicle on I-295 southbound South of Exit 30 - Warwick Rd (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?531 …,2019-10-29 13:07:57+00:00,Disabled vehicle on Interstate 295 southbound South of Exit 30 - Warwick Road (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?531 …,Interstate 295,,Exit 30 - Warwick Road,southbound,,acceleration lane,South of,Lawnside
1029,511nji295,"Construction, roadwork on US 1 southbound at Washington Rd (West Windsor Twp) right shoulder closed until 4:00 P.M. use caution https://511nj.org/event/ORI214352501?75 …",2019-10-29 13:03:00+00:00,"Construction, roadwork on US-1 southbound at Washington Road (West Windsor Township ) right shoulder closed until 4:00 P.M. use caution https://511nj.org/event/ORI214352501?75 …",US-1,Washington Road,,southbound,,right shoulder,at,West Windsor Township
1030,511nji78,"Construction, substructure repairs on I-78 eastbound at Exit 40 - CR 531 (Warren Twp) left lane closed until 3:00 P.M. https://511nj.org/event/ORI214350601?150 …",2019-10-29 13:02:57+00:00,"Construction, substructure repairs on Interstate 78 eastbound at Exit 40 - Country Route 531 (Warren Township ) left lane closed until 3:00 P.M. https://511nj.org/event/ORI214350601?150 …",Interstate 78,,Exit 40 - Country Route 531,eastbound,,left lane,,Warren Township
1031,511nji295,"Construction, tree trimming on NJ 29 both directions North of Fiddlers Creek Rd (Hopewell Twp) to South of Pleasant Valley Rd (Hopewell Twp) alternate lanes closed intermittently until 3:00 P.M. https://511nj.org/event/ORI214349401?201 …",2019-10-29 13:02:00+00:00,"Construction, tree trimming on NJ 29 both directions North of Fiddlers Creek Road (Hopewell Township ) to South of Pleasant Valley Road (Hopewell Township ) alternate lanes closed intermittently until 3:00 P.M. https://511nj.org/event/ORI214349401?201 …",NJ 29,"Fiddlers Creek Road, Pleasant Valley Road",,both directions,,alternate lanes,"North of, South of","Hopewell Township, Hopewell Township"
1032,511nji295,"Construction, roadwork on NJ 27 southbound South of Harrison St (Princeton Twp) to North of Harrison St (Princeton Twp) alternate lanes closed intermittently until 2:00 P.M. https://511nj.org/event/ORI214349101?32 …",2019-10-29 13:01:59+00:00,"Construction, roadwork on NJ 27 southbound South of Harrison Street (Princeton Township ) to North of Harrison Street (Princeton Township ) alternate lanes closed intermittently until 2:00 P.M. https://511nj.org/event/ORI214349101?32 …",NJ 27,"Harrison Street, Harrison Street",,southbound,,alternate lanes,"South of, North of","Princeton Township, Princeton Township"
1033,511nji80,"Construction, bridge work on I-80 local lanes eastbound area of Exit 67 - River Rd (Ridgefield Park) right lane closed for repairs until 3:00 P.M. https://511nj.org/event/ORI214348701?810 …",2019-10-29 13:01:59+00:00,"Construction, bridge work on Interstate 80 local lanes eastbound area of Exit 67 - River Road (Ridgefield Park) right lane closed for repairs until 3:00 P.M. https://511nj.org/event/ORI214348701?810 …",Interstate 80,,Exit 67 - River Road,eastbound,,right lane,area of,Ridgefield Park
1034,511nji78,"Construction, road maintenance operations on I-78 westbound area of Exit 16 - NJ 31 North (Clinton Twp) right lane and shoulder closed until 3:30 P.M. https://511nj.org/event/ORI214348201?551 …",2019-10-29 13:01:58+00:00,"Construction, road maintenance operations on Interstate 78 westbound area of Exit 16 - NJ 31 North (Clinton Township ) right lane and shoulder closed until 3:30 P.M. https://511nj.org/event/ORI214348201?551 …",Interstate 78,,Exit 16 - NJ 31 North,westbound,,right lane,area of,Clinton Township
1035,511njtpk,Roadwork on New Jersey Turnpike - Hudson County Extension Westbound near Jersey Ave/Holland Tunnel (Jersey City) 1 left lane closed until 2:00 P.M. https://511nj.org/event/ORI214347501?342 …,2019-10-29 12:53:58+00:00,Roadwork on New Jersey Turnpike - Hudson County Extension Westbound near Jersey Ave/Holland Tunnel (Jersey City) 1 left lane closed until 2:00 P.M. https://511nj.org/event/ORI214347501?342 …,"New Jersey Turnpike - Hudson County Extension Westbound, Holland Tunnel",,,,,1 left lane,Jersey Ave/,Jersey City
1036,511njbt,"Construction, bridge construction on George Washington Bridge westbound from Lower Trans Manhattan Expressway (Manhattan) to New York Side/Lower Level (Manhattan) left lane closed until 2:30 P.M. https://511nj.org/event/ORI214347207?132 …",2019-10-29 12:45:59+00:00,"Construction, bridge construction on George Washington Bridge westbound from Lower Trans Manhattan Expressway (Manhattan) to New York Side/Lower Level (Manhattan) left lane closed until 2:30 P.M. https://511nj.org/event/ORI214347207?132 …",George Washington Bridge,Lower Trans Manhattan Expressway,,westbound,,left lane,from,"Manhattan, Manhattan"
1037,511njbt,"Construction, bridge construction on George Washington Bridge westbound New York Side/Lower Level (Manhattan) to New Jersey Side/Lower Level (Fort Lee) right lane closed until 2:30 P.M. https://511nj.org/event/ORI214347107?473 …",2019-10-29 12:45:59+00:00,"Construction, bridge construction on George Washington Bridge westbound New York Side/Lower Level (Manhattan) to New Jersey Side/Lower Level (Fort Lee) right lane closed until 2:30 P.M. https://511nj.org/event/ORI214347107?473 …",George Washington Bridge,Side/Lower Level,,westbound,,right lane,,"New York, Manhattan"
1038,511njbt,"Construction, bridge construction on George Washington Bridge westbound New York Side/Upper Level (Manhattan) to New Jersey Side/Upper Level (Fort Lee) right lane closed until 2:30 P.M. https://511nj.org/event/ORI214346507?298 …",2019-10-29 12:35:57+00:00,"Construction, bridge construction on George Washington Bridge westbound New York Side/Upper Level (Manhattan) to New Jersey Side/Upper Level (Fort Lee) right lane closed until 2:30 P.M. https://511nj.org/event/ORI214346507?298 …","George Washington Bridge, Upper Level",,,westbound,,right lane,,"New York, Manhattan"
1039,511nji295,Disabled vehicle on I-295 southbound South of Exit 30 - Warwick Rd (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?344 …,2019-10-29 12:34:58+00:00,Disabled vehicle on Interstate 295 southbound South of Exit 30 - Warwick Road (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?344 …,Interstate 295,,Exit 30 - Warwick Road,southbound,,acceleration lane,South of,Lawnside
1040,511nji76,Crash on I-76 westbound at Walt Whitman Bridge (Gloucester City) left lane closed 5-10 minute delay use caution https://511nj.org/event/ORI214342901?759 …,2019-10-29 12:22:58+00:00,Crash on Interstate 76 westbound at Walt Whitman Bridge (Gloucester City) left lane closed 5-10 minute delay use caution https://511nj.org/event/ORI214342901?759 …,Interstate 76,,,westbound,,,Walt Whitman Bridge (Gloucester City) left lane,
1041,511nji295,Crash on I-295 northbound North of Exit 28 - NJ 168/Black Horse Pike (Haddon Heights) left lane closed 5-10 minute delay use caution https://511nj.org/event/ORI214342501?958 …,2019-10-29 12:16:58+00:00,Crash on Interstate 295 northbound North of Exit 28 - NJ 168/Black Horse Pike (Haddon Heights) left lane closed 5-10 minute delay use caution https://511nj.org/event/ORI214342501?958 …,Interstate 295,,Exit 28 - NJ 168/Black Horse Pike,northbound,,left lane,North of,Haddon Heights
1042,511nji295,Disabled vehicle on I-295 southbound Exit 30 - Warwick Rd (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?660 …,2019-10-29 12:15:58+00:00,Disabled vehicle on Interstate 295 southbound Exit 30 - Warwick Road (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?660 …,Interstate 295,,Exit 30 - Warwick Road,southbound,,acceleration lane,,Lawnside
1043,NJTRANSIT_SBUS,Bus service traveling southbound on the NJTPKE truck lanes is resuming normal routing following earlier dump truck accident/lane closures by Interchange 13A in Elizabeth. Bus service is subject to residual delays.,2019-10-29 12:12:33+00:00,Bus service traveling southbound on the NJTPKE truck lanes is resuming normal routing following earlier dump truck accident/lane closures by Interchange 13A in Elizabeth. Bus service is subject to residual delays.,Interchange 13A,,,,,lane,,"lanes, Elizabeth"
1044,511njtpk,Roadwork on New Jersey Turnpike Southbound near North of Delaware Memorial Bridge (Carneys Point Twp) 1 left lane closed until 5:00 P.M. https://511nj.org/event/ORI214340901?249 …,2019-10-29 12:02:57+00:00,Roadwork on New Jersey Turnpike Southbound near North of Delaware Memorial Bridge (Carneys Point Township ) 1 left lane closed until 5:00 P.M. https://511nj.org/event/ORI214340901?249 …,New Jersey Turnpike,Delaware Memorial Bridge,,Southbound,,1 left lane,North of,Carneys Point Township
1045,511nji295,Disabled vehicle on I-295 southbound Exit 30 - Warwick Rd (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?826 …,2019-10-29 11:45:58+00:00,Disabled vehicle on Interstate 295 southbound Exit 30 - Warwick Road (Lawnside) acceleration lane closed 5-10 minute delay https://511nj.org/event/ORI214335601?826 …,Interstate 295,,Exit 30 - Warwick Road,southbound,,acceleration lane,,Lawnside
1046,NJDOT_info,"Route 47 southbound at CR 690/Lake Rd/Weymouth Rd, Vineland all lanes reopened. SB right shoulder remains closed for utility work. Use caution and slow down.",2019-10-29 11:29:13+00:00,"Route 47 southbound at Country Route 690/Lake Rd/Weymouth Rd, Vineland all lanes reopened. SB right shoulder remains closed for utility work. Use caution and slow down.",Route 47,Country Route 690/Lake Rd/Weymouth Rd,,southbound,,right shoulder,,Vineland
1047,511nji80,Crash with Injuries on I-80 local lanes westbound West of Exit 68 - New Jersey Turnpike/I-95 (Bogota) left and center lanes closed 5-10 minute delay use caution https://511nj.org/event/ORI214331401?224 …,2019-10-29 11:17:57+00:00,Crash with Injuries on Interstate 80 local lanes westbound West of Exit 68 - New Jersey Turnpike/Interstate 95 (Bogota) left and center lanes closed 5-10 minute delay use caution https://511nj.org/event/ORI214331401?224 …,Interstate 80,,Exit 68 - New Jersey Turnpike/Interstate 95,westbound,,left and,West of,Bogota
1048,NJTRANSIT_SBUS,Bus service traveling southbound on the NJTPKE truck lanes have been diverted to the car lanes due to a dump truck accident/lane closures by Interchange 13A in Elizabeth. Bus service is subject to delays.,2019-10-29 11:17:38+00:00,Bus service traveling southbound on the NJTPKE truck lanes have been diverted to the car lanes due to a dump truck accident/lane closures by Interchange 13A in Elizabeth. Bus service is subject to delays.,Interchange 13A,,,,,lane,,Elizabeth
1049,511nji80,Crash on I-80 local lanes westbound West of Exit 68 - New Jersey Turnpike/I-95 (Bogota) left and center lanes closed 5-10 minute delay use caution https://511nj.org/event/ORI214331401?559 …,2019-10-29 11:07:58+00:00,Crash on Interstate 80 local lanes westbound West of Exit 68 - New Jersey Turnpike/Interstate 95 (Bogota) left and center lanes closed 5-10 minute delay use caution https://511nj.org/event/ORI214331401?559 …,Interstate 80,,Exit 68 - New Jersey Turnpike/Interstate 95,westbound,,left and,West of,Bogota
1050,511nji80,Crash on I-80 westbound West of Exit 68 - New Jersey Turnpike/I-95 (Bogota) left and center lanes closed 5-10 minute delay use caution https://511nj.org/event/ORI214331401?510 …,2019-10-29 11:04:57+00:00,Crash on Interstate 80 westbound West of Exit 68 - New Jersey Turnpike/Interstate 95 (Bogota) left and center lanes closed 5-10 minute delay use caution https://511nj.org/event/ORI214331401?510 …,Interstate 80,,Exit 68 - New Jersey Turnpike/Interstate 95,westbound,,left and,West of,Bogota
1051,511nji80,"Construction, curb work on I-80 westbound between Exit 68 - New Jersey Turnpike/I-95 (Teaneck Twp) and Exit 64 - Summit Ave/NJ 17 (Hackensack) right shoulder closed for repairs until 3:00 P.M. https://511nj.org/event/ORI214330601?603 …",2019-10-29 11:01:58+00:00,"Construction, curb work on Interstate 80 westbound between Exit 68 - New Jersey Turnpike/Interstate 95 (Teaneck Township ) and Exit 64 - Summit Ave/NJ 17 (Hackensack) right shoulder closed for repairs until 3:00 P.M. https://511nj.org/event/ORI214330601?603 …",Interstate 80,,"Exit 68 - New Jersey Turnpike/Interstate 95, Exit 64 - Summit Ave/NJ 17",westbound,,right shoulder,between,"Teaneck Township, Hackensack"
1052,511nji78,"Construction, bridge maintenance operations on I-78 both directions at Exit 11 - CR 614/Pattenburg Rd (Union Twp) right shoulder closed until 4:00 P.M. https://511nj.org/event/ORI214330101?167 …",2019-10-29 11:01:57+00:00,"Construction, bridge maintenance operations on Interstate 78 both directions at Exit 11 - Country Route 614/Pattenburg Road (Union Township ) right shoulder closed until 4:00 P.M. https://511nj.org/event/ORI214330101?167 …",Interstate 78,,Exit 11 - Country Route 614/Pattenburg Road,both directions,,right shoulder,,Union Township
1053,NJTRANSIT_SBUS,Bus service traveling southbound on the NJTPKE truck lanes have been diverted to the car lanes due to a dump truck accident/lane closures by Interchange 13A in Elizabeth.,2019-10-29 10:43:40+00:00,Bus service traveling southbound on the NJTPKE truck lanes have been diverted to the car lanes due to a dump truck accident/lane closures by Interchange 13A in Elizabeth.,Interchange 13A,,,,,lane,,Elizabeth
1054,511nji78,Crash on I-78 eastbound Exit 44 - CR 527/Glenside Ave (Berkeley Heights Twp) right and left lanes closed use caution https://511nj.org/event/ORI214326801?206 …,2019-10-29 10:26:57+00:00,Crash on Interstate 78 eastbound Exit 44 - Country Route 527/Glenside Ave (Berkeley Heights Township ) right and left lanes closed use caution https://511nj.org/event/ORI214326801?206 …,Interstate 78,,Exit 44 - Country Route 527/Glenside Ave,eastbound,,"right and, left lanes",,Berkeley Heights Township
1055,511nji295,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214320001?377 …",2019-10-29 10:00:57+00:00,"Construction, construction on Interstate 295 northbound from Exit 73 - Scotch Road (Hopewell Township ) to Delaware River/Scudder Falls Bridge (Ewing Township ) 1 lane closed until 4:00 P.M. use caution https://511nj.org/event/ORI214320001?377 …",Interstate 295,Delaware River/Scudder Falls Bridge,Exit 73 - Scotch Road,northbound,,1 lane,from,"Hopewell Township, Ewing Township"
1056,511njtpk,Crash and Emergency maintenance on New Jersey Turnpike outer roadway southbound Southern Mixing Bowl (Newark) to North of Interchange 13A - Newark Liberty International Airport/US 1&9 (Elizabeth) all lanes closed due to motor vehicle https://511nj.org/event/ORI214319301?17 …,2019-10-29 09:47:57+00:00,Crash and Emergency maintenance on New Jersey Turnpike outer roadway southbound Southern Mixing Bowl (Newark) to North of Interchange 13A - Newark Liberty International Airport/US-1&9 (Elizabeth) all lanes closed due to motor vehicle https://511nj.org/event/ORI214319301?17 …,"New Jersey Turnpike, Interchange 13A - Newark Liberty International Airport/US-1&9",Southern Mixing Bowl,,southbound,,all lanes,,Elizabeth
1057,511njtpk,Crash and Emergency maintenance on New Jersey Turnpike outer roadway southbound Southern Mixing Bowl (Newark) to North of Interchange 13A - Newark Liberty International Airport/US 1&9 (Elizabeth) all lanes closed Dute to motor vehicle https://511nj.org/event/ORI214319301?59 …,2019-10-29 09:33:56+00:00,Crash and Emergency maintenance on New Jersey Turnpike outer roadway southbound Southern Mixing Bowl (Newark) to North of Interchange 13A - Newark Liberty International Airport/US-1&9 (Elizabeth) all lanes closed Dute to motor vehicle https://511nj.org/event/ORI214319301?59 …,"New Jersey Turnpike, Interchange 13A - Newark Liberty International Airport/US-1&9",Southern Mixing Bowl,,southbound,,all lanes,,Elizabeth
1058,511nji78,Crash on I-78 express lanes eastbound West of Exit 48 - NJ 24 West (Springfield Twp) left lane closed use caution https://511nj.org/event/ORI214319201?122 …,2019-10-29 09:20:57+00:00,Crash on Interstate 78 express lanes eastbound West of Exit 48 - NJ 24 West (Springfield Township ) left lane closed use caution https://511nj.org/event/ORI214319201?122 …,Interstate 78,,Exit 48 - NJ 24 West,eastbound,,left lane,West of,Springfield Township
1059,511nji195,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019 https://511nj.org/event/ORI213338801?752 …",2019-10-29 08:03:58+00:00,"Construction, construction on Interstate 195 westbound at Exit 16 - Country Route 537/Great Adventure (Jackson Township ) right shoulder closed until 11:59 P.M. on November 15, 2019 https://511nj.org/event/ORI213338801?752 …",Interstate 195,,Exit 16 - Country Route 537/Great Adventure,westbound,,right shoulder,,Jackson Township
1060,511nji676,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019 https://511nj.org/event/ORI212947001?697 …",2019-10-29 08:02:58+00:00,"Construction, construction on Interstate 676 both directions South of Exit 5 - Country Route 537 (Camden) to Exit 5 - Country Route 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019 https://511nj.org/event/ORI212947001?697 …",Interstate 676,,"Exit 5 - Country Route 537, Exit 5 - Country Route 537",both directions,,right shoulder,South of,"Camden, Camden"
1061,511nji295,"Construction, construction on NJ 175 northbound ramp to southbound I-295 (Ewing Twp) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020 https://511nj.org/event/ORI207356301?808 …",2019-10-29 08:02:58+00:00,"Construction, construction on NJ 175 northbound ramp to southbound Interstate 295 (Ewing Township ) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020 https://511nj.org/event/ORI207356301?808 …",NJ 175,southbound Interstate 295,,northbound,,"ramp, exit ramp",,Ewing Township
1062,511nji295,"Construction, construction on NJ 29 both directions from West Upper Ferry Rd (Ewing Twp) to NJ 175/Scenic Dr (Ewing Twp) 1 lane closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212614201?202 …",2019-10-29 08:02:58+00:00,"Construction, construction on NJ 29 both directions from West Upper Ferry Road (Ewing Township ) to NJ 175/Scenic Dr (Ewing Township ) 1 lane closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212614201?202 …","NJ 29, NJ 175/Scenic Dr",West Upper Ferry Road,,both directions,,1 lane,from,Ewing Township
1063,511nji195,"Construction, construction on I-195 westbound approaching Exit 28 - US 9 (Howell Twp) right shoulder closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212135201?982 …",2019-10-29 08:02:56+00:00,"Construction, construction on Interstate 195 westbound approaching Exit 28 - US-9 (Howell Township ) right shoulder closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212135201?982 …",Interstate 195,,Exit 28 - US-9,westbound,,right shoulder,,Howell Township
1064,511njbt,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed until 5:30 A.M. https://511nj.org/event/ORI214318107?213 …",2019-10-29 04:44:58+00:00,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed until 5:30 A.M. https://511nj.org/event/ORI214318107?213 …",Holland Tunnel,,York Side - North Tube,westbound,,1 lane,New,Manhattan
1065,511njbt,"Construction, bridge construction on George Washington Bridge eastbound Lower Trans Manhattan Expressway (Manhattan) until 4:00 A.M. right and center lanes closed, also ramp from Henry Hudson Parkway to eastbound Lower Trans Manhatt https://511nj.org/event/ORI214315507?796 …",2019-10-29 03:39:57+00:00,"Construction, bridge construction on George Washington Bridge eastbound Lower Trans Manhattan Expressway (Manhattan) until 4:00 A.M. right and center lanes closed, also ramp from Henry Hudson Parkway to eastbound Lower Trans Manhatt https://511nj.org/event/ORI214315507?796 …","George Washington Bridge, Manhattan Expressway",,,,,,"Lower, Trans",Manhattan
1066,511njbt,"Construction, bridge construction on George Washington Bridge eastbound New Jersey Side/Upper Level (Fort Lee) to New York Side/Upper Level (Manhattan) right lane closed until 4:00 A.M. https://511nj.org/event/ORI214315607?220 …",2019-10-29 03:23:57+00:00,"Construction, bridge construction on George Washington Bridge eastbound New Jersey Side/Upper Level (Fort Lee) to New York Side/Upper Level (Manhattan) right lane closed until 4:00 A.M. https://511nj.org/event/ORI214315607?220 …","George Washington Bridge, /Upper Level, Upper Level",,,,,right lane,New Jersey,"Fort Lee, New York, Manhattan"
1067,511njbt,"Construction, tunnel repairs on Lincoln Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Weehawken Twp) all lanes closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214314807?202 …",2019-10-29 03:03:58+00:00,"Construction, tunnel repairs on Lincoln Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Weehawken Township ) all lanes closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214314807?202 …",Lincoln Tunnel,,York Side - North Tube,westbound,,all lanes,New,Manhattan
1068,511njbt,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214314707?560 …",2019-10-29 03:03:57+00:00,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214314707?560 …",Holland Tunnel,"South Tube, South Tube",,eastbound,,1 lane,"New Jersey, -, -","Jersey City, New York, Manhattan"
1069,511nj495,"Construction, barrier repairs on NJ 495 westbound between Kennedy Boulevard (North Bergen Twp) and NJ 3 (North Bergen Twp) 1 to 2 lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214313901?471 …",2019-10-29 03:00:57+00:00,"Construction, barrier repairs on NJ 495 westbound between Kennedy Boulevard (North Bergen Township ) and NJ 3 (North Bergen Township ) 1 to 2 lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214313901?471 …","NJ 495, NJ 3",Kennedy Boulevard,,westbound,,1 to 2 lanes,between,"North Bergen Township, North Bergen Township"
